    0.00000000    0.00000000    0.00000000
    0.16275151    0.01709068    0.12569838
    0.30763559    0.05637851    0.13297478
    0.43314315    0.11810456    0.12138162
    0.54241648    0.19719975    0.13956617
    0.63912131    0.28567058    0.13853056
    0.72873736    0.36847516    0.13942796
    0.81539540    0.42935594    0.14495554
    0.90132657    0.45631716    0.14695104
    0.98695624    0.44461185    0.14017559
    1.07359054    0.39617218    0.13644267
    1.16415664    0.31806841    0.12792386
    1.26264035    0.22475844    0.12903780
    1.37438800    0.13647974    0.13388798
    1.50165703    0.06745047    0.13425420
    1.64420893    0.02386141    0.13864843
    1.79830870    0.00591448    0.00000000
