    0.00000000    0.00000000    0.00000000
    0.92198782    0.14507694    0.43138866
    1.73724287    0.37764483    0.56777538
    2.33483282    1.05769021    0.56562078
    2.79389996    1.94840120    0.46858915
    3.19385098    3.08765901    0.52274948
    3.56323107    3.78616217    0.49462856
    3.91596776    3.97862131    0.49751911
    4.27066934    3.66611537    0.46735272
    4.65963921    2.81707286    1.65327844
    5.14067440    3.01071706    1.04698383
    5.45341523    4.00716989    0.27773588
    5.73911769    4.80525812    0.31991686
    6.00755067    4.93098368    0.41618293
    6.23632398    4.81927541    0.45088372
    6.48561221    4.74966574    0.41366526
    6.75885624    4.71078715    0.00000000
