    0.00000000    0.00000000    0.00000000
    0.26571108    0.02814216    0.54177625
    0.51928354    0.22639093    0.42062270
    0.76199207    0.16326807    0.40577284
    1.01469437   -0.41780405    0.43173994
    1.34270321   -1.49642353    0.80708696
    1.78058614   -2.46057438    1.28914258
    2.35422492   -2.98965599    2.67700853
    2.99829797   -2.66251456    1.97194506
    3.40641557   -1.73172618    0.68297868
    3.17195296   -0.80854561    1.21201106
    3.57231575   -0.10855871    1.05387033
    3.84809255    0.20076093    0.76168854
    4.07330747    0.35493368    0.52642956
    4.28386415    0.04706857    0.88257574
    4.48475587   -0.54673751    1.14624131
    4.69095979   -1.20850452    1.12174299
    4.91193674   -1.78677693    0.71769628
    5.16787843   -2.32352807    0.99525185
    6.23944324   -2.44784291    0.00000000
