    0.00000000   -0.01533000    0.00000000
    0.17957317    0.02175178    0.20602915
    0.37238259   -0.02935851    0.38722909
    0.56793687   -0.27637289    0.31954122
    0.78810377   -0.43939285    0.36927409
    1.03148407   -0.48443808    0.30930776
    1.27251533   -0.43761493    0.27004628
    1.49384178   -0.31100878    0.36034679
    1.69618866   -0.11546145    0.49200547
    1.89737470    0.08173743    0.85355262
    2.14706606   -0.74239860    0.70489031
    2.40520838   -2.53509884    0.54736849
    2.68020839   -4.68550880    0.71595600
    2.98996236   -6.58552271    0.40452263
    3.38317000   -7.62738593    0.38925739
    3.89457638   -7.95870681    0.17748089
    4.47153818   -8.00972290    0.00000000
