    0.00000000    0.00000000    0.00000000
    0.14907303    0.02217388    0.20783667
    0.25621028    0.06775450    0.29571342
    0.34512064    0.13289634    0.32189685
    0.08448564    0.18965       0.18892272
    0.18140128    0.3474        0.30371229
    0.27136278    0.61625       0.41038784
    0.04570370    0.6782        0.01727359
    0.19261679    0.712486      0.21974099
    0.33956246    0.576315      1.25606218
    0.20002058    0.10431       0.69899280
    1.18536724   -0.08315155    0.23949701
    1.31629636   -0.24644125    0.33016929
    1.45487687   -0.41109571    0.39946802
    1.63107915   -0.56654307    0.34282668
    1.82682862   -0.60805000    0.00000000
