    1.41098831    0.13272306    0.75640322
    1.98517031    0.24432886    0.43477679
    2.38663600    0.67882807    0.48295996
    2.67484862    1.54632091    0.35301937
    2.90490172    2.61200514    0.30733399
    3.11347075    3.79986808    0.33134695
    3.31833828    4.38266517    0.32608989
    3.52335728    4.29288082    0.29111292
    3.74286989    3.83774448    0.32593074
    3.98547268    3.26702799    0.67871118
    4.28302918    3.13758399    0.54032412
    4.63542121    2.89370611    0.67481818
    4.97200684    3.20563317    0.32846673
    5.31072674    2.86562889    0.00000000
