    0.00000000    0.00000000    0.00000000
    0.17646647    0.08138686    0.26722947
    0.28832673    0.28645853    0.22700425
    0.38603306    0.52006466    0.22926811
    0.47859459    0.72997135    0.20752002
    0.57022188    0.88213197    0.21683389
    0.66368623    0.94793150    0.20219090
    0.75640441    0.95195093    0.21888367
    0.85510856    0.92726195    0.24867293
    0.96949356    0.93230872    0.25019609
    1.07516977    0.95359878    0.21364513
    1.17073375    0.93539185    0.21444528
    1.26785114    0.82734456    0.22921487
    1.36851645    0.62647075    0.22692768
    1.47646294    0.36649191    0.24596498
    1.60207993    0.11092770    0.27503123
    1.80873745   -0.00367534    0.00000000
